url,date,title,details,time,org
2022-11-16,https://www.bu.edu/calendar/?day=2022-11-16&uid=271431@17.calendar.bu.edu,Phenomenal Women: An evening with tap dancer and choreographer Ayodele Casel,"Phenomenal Women is a series moderated by Radio Boston host Tiziana Dearing that invites women who have risen to the top of their professions to share their stories – from scientists researching how our brains work and athletes coaching major league sports to journalists transforming newsrooms, to artists reclaiming women’s voices. 

Radio Boston host Tiziana Dearing interviews award-winning tap dancer and choreographer Ayodele Casel. Casel was named one of The New York Times’ ""Biggest Breakout Stars of 2019,"" and most recently served as tap choreographer for the Broadway revival of ""Funny Girl.”

Her work has been nominated for a Drama Desk Award for Outstanding Choreography. A 2019-2020 Radcliffe Fellow and Artist in Residence at Harvard University, she also created and choreographed “Chasing Magic,” a dance film and concert.

Casel will perform during the conversation. Following the conversation, join us for the afterparty!

Enjoy a reception with complimentary hors d’oeuvres and a cash bar.
Network with your fellow attendees.
Win some WBUR swag to take home.","6:30 pm to 7:30 pm  on Wednesday, November 16, 2022",WBUR CitySpace
2022-11-16,https://www.bu.edu/calendar/?day=2022-11-16&uid=273590@17.calendar.bu.edu,Fall Film Series - Dear Pyongyang,A screening of Dear Pyongyang directed by Yong-hi Yang will be presented by Professor Mari Kishi as part of the Fall Film Series.,"6:30 pm on Wednesday, November 16, 2022",
2022-11-16,https://www.bu.edu/calendar/?day=2022-11-16&uid=272380@17.calendar.bu.edu,Film Screening: Dear Pyongyang (2005),"As part of the Fall Film Series, hosted by the BU Cinema &amp; Media Studies program, on November 16th there will be a screening of Dear Pyongyang (2005). Dear Pyongyang is directed by Yong-hi Yang, and will be presented by Professor Mari Kishi. All screenings are free to the public. They will be held in COM B05 at 6:30 pm. ","6:30 pm on Wednesday, November 16, 2022",
2022-11-16,https://www.bu.edu/calendar/?day=2022-11-16&uid=274578@17.calendar.bu.edu,CIMS Fall Film Series: Dear Pyongyang,"A film/lecture series where Boston University Cinema &amp; Media Studies professor's open their classroom doors to discuss and screen films currently on their syllabi. This week, Professor Mari Kishi will introduce Yong-hi Yang's ""Dear Pyongyang"" (2005). 6:30pm in COM B05.","6:30 pm on Wednesday, November 16, 2022",Cinema &amp; Media Studies
2022-11-16,https://www.bu.edu/calendar/?day=2022-11-16&uid=269635@17.calendar.bu.edu,Boston University Symphony Orchestra,,"7:30 pm on Wednesday, November 16, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=274584@17.calendar.bu.edu,Make a Difference Annual Donation Drive,"Please join your fellow GMS students, faculty and staff in giving back to our community through our donation drive for Cradles to Crayons - which provides essentials to children of all ages, from school supplies to clothing. How to participate: 1) Check out the list of Most Needed Items 2) Drop off or have your donation delivered directly to the GMS Suite, L-317 All students who donate will have their names entered in a raffle to win one of 20 Chequers Cafe vouchers!","All day on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=260297@17.calendar.bu.edu,Spot On! Podcast:  The Latest Buzz About Caffeine,Americans run on caffeine as approximately 85% of us drink at least one caffeinated beverage very day.  We will discuss the latest on the benefits of caffeine in the diet.,12:00 am  every day,Health Scienes
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=267261@17.calendar.bu.edu,SpotOn! Podcast: The Not So Sweet News About Added Sugars,"We are consuming approximately 17 teaspoons of added sugars daily.  A sugary diet can increase your risk of heart disease, obesity, and diabetes.  Find out why and how to curb your sweet tooth. On all podcast platforms.",12:00 am  every day,Health Sciences
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=264290@17.calendar.bu.edu,Spot On! Podcast:Is CBD a Help or Just Hype?,This week we talk with an expert about CBD.  Tune in to learn more about this fascinating topic.,All day  every day,Health Sciences
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=260831@17.calendar.bu.edu,Spot On! Podcast:  What Is Intuitive Eating?,"Elyse Resch, RDN, co-author of the book, Intuitive Eating, share her expertise on this evidenced-based, mind-body health approach to eating.

Spot On! is available on Apple Podcast: https://podcasts.apple.com/us/podcast/spot-on/id1448760100
",12:00 am  every day,Health Sciences
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=274856@17.calendar.bu.edu,SpotOn! Podcast:  What's the Dope on Dopamine?,Dopamine is the neurotransmitter involved in the reward processing as it promotes pleasure. Learn how dopamine feeds into addictive behaviors including the overuse of social media.  #Fascinating,7:00 am  – 7:00 am  every day,Health Sciences
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=274638@17.calendar.bu.edu,In Person Mock Interviews with Employers,"Get a jump start on the recruiting season by practicing your interview skills with top employers who will be at BU to help you. These employers are from a variety of industries and want to coach you on how to put your best foot forward! Mock Interviews will be held November 17 at the Center for Career Development and are a quick and beneficial way to kick off the interview season by receiving real-time feedback from experts who want you to succeed. Sign up for an available time slot by ""applying"" with your resume. There are numerous time slots available. Please make sure to scroll to see all the available time slots. There is a long list! The deadline to sign up for a time slot is Friday, November 11.","9:00 am to 4:30 pm  on Thursday, November 17, 2022",BU Center for Career Development 
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=274542@17.calendar.bu.edu,Flu Shot &amp; HPV Vaccine Clinics,"All BU students are welcome. Free for students with SHIP. Non-SHIP students will be charged for the cost of vaccines received and charges will be billed to the student account. Receipts will be emailed to students to submit to their insurance company for reimbursement. An appointment is required. Please book an appointment at https://patientconnect.bu.edu. Only flu and HPV shots will be offered. HPV is a common STI that can lead to the development of cervical cancer. Due to COVID-19 guidelines, a face mask is required upon entry. Hosted by BU Student Health Services.","9:00 am  – 3:00 pm  every day until Friday, November 18, 2022",Student Health Services
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=274479@17.calendar.bu.edu,In Person Mock Interviews with Employers,"Get a jump start on the recruiting season by practicing your interview skills with top employers who will be at BU to help you. These employers are from a variety of industries and want to coach you on how to put your best foot forward!

Mock Interviews will be held November 17 at the Center for Career Development and are a quick and beneficial way to kick off the interview season by receiving real-time feedback from experts who want you to succeed. Sign up for an available time slot by ""applying"" with your resume. There are numerous time slots available. Please make sure to scroll to see all the available time slots. There is a long list! The deadline to sign up for a time slot is Friday, November 11.","9:00 am to 4:30 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=274853@17.calendar.bu.edu,Spot On! Podcast:  What Really  is a Sustainable Diet?,Tune in to learn all about sustainable diets and the role of both plant and animal-sourced foods in environmentally conscious diets.,9:00 am  every day,Health Sciences
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=274533@17.calendar.bu.edu,Flu Shot &amp; HPV Vaccine Clinics,"All BU students are welcome. Free for students with SHIP. Non-SHIP students will be charged for the cost of vaccines received and charges will be billed to the student account. Receipts will be emailed to students to submit to their insurance company for reimbursement. An appointment is required. Please book an appointment at https://patientconnect.bu.edu. Only flu and HPV shots will be offered, COVID-19 vaccines are not available at this clinic. HPV is a common STI that can lead to the development of cervical cancer. Due to COVID-19 guidelines, a face mask is required upon entry. Hosted by BU Student Health Services.","9:00 am  – 3:00 pm  every day until Friday, November 18, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=270152@17.calendar.bu.edu,Resume &amp; Cover Letter Drop-Ins,,"10:00 am to 1:00 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=274639@17.calendar.bu.edu,Resume &amp; Cover Letter Drop-Ins,"The CCD offers personalized feedback for resumes and cover letters with 15-minute sessions during drop-in hours, no appointments needed!","10:00 am to 1:00 pm  on Thursday, November 17, 2022",BU Center for Career Development 
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=270718@17.calendar.bu.edu,Just Money: Mission-Driven Banks and the Future of Finance,,"10:00 am to 11:00 am  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=269135@17.calendar.bu.edu,Drop-in First-Gen Advising,"Are you a first-gen student looking hoping to learn more about studying abroad? Drop by the Newbury Center between 11am and 1pm to talk with a study abroad advisor about any aspect of the study abroad process including how to choose a program, courses, financial considerations, the application process and more!","11:00 am to 1:00 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=272524@17.calendar.bu.edu,GSI Annual Research Symposium,"To participate in our poster session and lightning talks, please submit an abstract submission form by October 14th","11:00 am to 3:00 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=271028@17.calendar.bu.edu,GSI 14th Annual Research Symposium,,"11:00 am to 3:00 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=269364@17.calendar.bu.edu,Hidden and Hiding (Tago ng Tago): Filipino Weaving by Bhen Alan,"Tago ng Tago (always hiding) or TNT is a term coined for Filipinos abroad who are in hiding from the government authorities or ill-whistlers, due to expired work visas, undocumented status, and overstaying in a country. “TNT immigrants” is an identity given to Filipinos who live unauthorized and have to conceal their immigration status. 

In this exhibition, artist Bhen Alan crafts intricate tapestries using an ancient Filipino weaving tradition. These tapestries take on sculptural forms with Alan’s use of mixed media such as coconut and bamboo leaves, recycled plastics, woven rice sacks, fans and feathers. This traditional weaving brings a spotlight to Alan’s oft overlooked Filipino heritage in this country. While trying to connect with his own community, Alan uses his art to celebrate his own culture while raising questions of equality and human rights.","11:00 am  – 5:00 pm  on every Tuesday, Wednesday, Thursday, Friday, &amp; Saturday until Saturday, December 3, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=269363@17.calendar.bu.edu,"CEY ADAMS, DEPARTURE: 40 Years of Art and Design","As a visionary artist, a cultural pioneer, and innovative designer, Cey Adams personifies the New York City hustle. A graffiti and design legend, Adams honed his art skills painting the streets and trains of NYC in the late 1970's before moving downtown where the street art was leaking into the city's high end galleries. Like his pop art contemporaries of the time, Adams understood the power of images, media and advertising, a position that left him uniquely suited to give visual life to a new movement called hip hop.
 
CEY ADAMS, DEPARTURE: 40 Years of Art and Design examines Adams' more than 4 decades of work which spans everything from graffiti to designing album covers, t-shirts and posters for some of hip hop's foundational acts, and his expanding commercial collaborations with global brands. With a return to his roots more than a decade ago, Adams has explored his evolving art through fine art and mixed media collages that evoke nostalgia while looking deeper into an Americana that is effortlessly authentic.","11:00 am  – 5:00 pm  on every Tuesday, Wednesday, Thursday, Friday, &amp; Saturday until Sunday, December 11, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=273464@17.calendar.bu.edu,Faculty Social Justice Study Group,Lunch will be served for all who RSVP via the google form by the deadline. An Outlook invite with an RSVP form will be sent for each event.,"12:00 pm to 1:30 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=270040@17.calendar.bu.edu,Stone Moot Court Competition Awards Reception,"Reception to honor the participants in the Edward C. Stone Moot Court Competition. Award winners and Albers invitees announced. All are welcome to attend; snacks will be served. Due to overlap with the 5k Reception, we will announce winners early in the event so that students may also attend the 5k Reception.","1:00 pm to 2:00 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=273510@17.calendar.bu.edu,Come Write Together,https://bostonu.zoom.us/j/99779719499?pwd=R21pUmhvdFAvaXozeVBMZ2FLdTJTdz09,"2:00 pm to 5:00 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=273515@17.calendar.bu.edu,Asian Students Support Group,,"2:00 pm to 3:00 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=273546@17.calendar.bu.edu,Managing Anxiety,,"3:00 pm to 4:00 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=270525@17.calendar.bu.edu,Managing Anxiety Group,"Do anxious thoughts and feelings dominate your daily experiences? Do you lie awake at night worrying about tasks you need to complete? Do you avoid social situations for fear of judgment? This skills-based group is designed for students who want to learn techniques, including cognitive-behavioral therapy strategies, to help reduce anxiety. Group members share their experiences, discuss assignments, and offer support to each other as they work toward making changes and learning to effectively manage their anxiety. Students are encouraged to practice these skills and apply them between group sessions. Registration required, see website for details. ","3:00 pm  – 4:00 pm  on every Monday &amp; Thursday until Monday, November 21, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=270049@17.calendar.bu.edu,D&amp;I Between the Lines: Accessibility &amp; CAS,"*For CAS Faculty, Staff &amp; Students*In this program we invite the CAS community to share their experiences with accessibility in CAS learning and working environments. Best practices, campus resources, and areas of concern, are among the topics of this discussion.","3:30 pm to 5:00 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=271553@17.calendar.bu.edu,American’s Role in the 1964 Military Coup in Brazil,"Join the Center for Latin American Studies for a talk by CLAS Visiting Researcher Waldemar Dalenogare Neto. Dr. Neto received his PhD from the Department of History, Pontifícia Universidade Católica do Rio Grande do Sul/Brazil in 2020 with a dissertation titled ""The United States and the Operation Condor."" The dissertation won an award from the Fulbright Commission, which is funding Neto's four-month stay at Boston University where he is pursuing research on the US role in the 1964 coup in Brazil.","4:00 pm to 5:30 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=274547@17.calendar.bu.edu,Third Thursday with the BU Arts Initaive,Sculpting &amp; Samosas,"4:00 pm to 6:00 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=271317@17.calendar.bu.edu,American’s Role in the 1964 Military Coup in Brazil,"Join us for a talk by CLAS Visiting Researcher Waldemar Dalenogare Neto. Dr. Neto received his PhD from the Department of History, Pontifícia Universidade Católica do Rio Grande do Sul/Brazil in 2020 with a dissertation titled ""The United States and the Operation Condor."" The dissertation won an award from the Fulbright Commission, which is funding Neto's four-month stay at Boston University where he is pursuing research on the US role in the 1964 coup in Brazil. Moderated by Taylor Boas (Political Science). ","4:00 pm to 5:30 pm  on Thursday, November 17, 2022",Center for Latin American Studies
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=274806@17.calendar.bu.edu,Characterizing the Type 1-Type 2 Error Trade-off for SLOPE (Cynthia Rush -- Columbia),"Sorted L1 regularization has been incorporated into many methods for solving high-dimensional statistical estimation problems, including the SLOPE estimator in linear regression. In this talk, we study how this relatively new regularization technique improves variable selection by characterizing the optimal SLOPE trade-off between the false discovery proportion (FDP) and true positive proportion (TPP) or, equivalently, between measures of type I and type II error. Additionally, we show that on any problem instance, SLOPE with a certain regularization sequence outperforms the Lasso, in the sense of having a smaller FDP, larger TPP and smaller L2 estimation risk simultaneously. Our proofs are based on a novel technique that reduces a variational calculus problem to a class of infinite-dimensional convex optimization problems and a very recent result from approximate message passing (AMP) theory. With SLOPE being a particular example, we discuss these results in the context of a general program for systematically deriving exact expressions for the asymptotic risk of estimators that are solutions to a broad class of convex optimization problems via AMP. Collaborators on this work include Zhiqi Bu, Jason Klusowski, and Weijie Su (https://arxiv.org/abs/1907.07502 and https://arxiv.org/abs/2105.13302) and Oliver Feng, Ramji Venkataramanan, and Richard Samworth (https://arxiv.org/abs/2105.02180).","4:00 pm on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=269346@17.calendar.bu.edu,"BU Ethics Seminar: Sharon Street (NYU) presents ""On Recognizing Oneself in Others""","BU Philosophy's Ethics Seminar hosts Sharon Street (NYU), who will present, ""On Recognizing Oneself in Others"".","4:00 pm to 5:30 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=269891@17.calendar.bu.edu,Chaplain Office Hours,Need someone to talk to?  Come by and talk to to the Chaplain.,"4:00 pm to 5:00 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=273528@17.calendar.bu.edu,Building a Stronger You,,"4:00 pm to 5:00 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=274564@17.calendar.bu.edu,Friendsgiving,"At BU Dining, we believe in a Thanksgiving pre-game. Grab your friends, professors, e-boards or anyone you are thankful for this year and gather around a table at Marciano, Warren or West for a traditional meal complete with turkey, local mashed potatoes, stuffing, sweet potatoes, cranberry sauce, pumpkin pie and much more!","5:00 pm to 9:00 pm  on Thursday, November 17, 2022",
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=274813@17.calendar.bu.edu,Climate Activism with Faith Communities,Join FEJ for a Q&amp;A with climate activists about their work with faith communities. Participants will learn about the intersection of political activism and religious communities in the crucial work of climate justice. This conversation features panelists from Massachusetts Interfaith Power and Light and Worcester Congregations for Climate and Environmental Justice.,"5:00 pm to 6:15 pm  on Thursday, November 17, 2022",Faith and Ecological Justice Program
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=273769@17.calendar.bu.edu,Arts &amp; Social Justice Panel ,"In collaboration with African American &amp; Black Diaspora Studies Program, the BU Arts Initiative is thrilled to welcome artist/activist Marc Bamuthi Joseph to Boston University. Join Bamuthi and local activist artists Dzidzor and Anita Morson-Matra for a conversation on arts and social justice moderated by BU Professor André de Quadros.","5:30 pm to 7:00 pm  on Thursday, November 17, 2022",BU Arts Initiative 
2022-11-17,https://www.bu.edu/calendar/?day=2022-11-17&uid=274693@17.calendar.bu.edu,Israel Trivia Night ,"Hosted by BU students for Israel and BU Birthright! Join us for Kahoot trivia about Israel, free food, and tons of prizes.  ","6:30 pm on Thursday, November 17, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=274585@17.calendar.bu.edu,Make a Difference Annual Donation Drive,"Please join your fellow GMS students, faculty and staff in giving back to our community through our donation drive for Cradles to Crayons - which provides essentials to children of all ages, from school supplies to clothing. How to participate: 1) Check out the list of Most Needed Items 2) Drop off or have your donation delivered directly to the GMS Suite, L-317 All students who donate will have their names entered in a raffle to win one of 20 Chequers Cafe vouchers!","All day on Friday, November 18, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=267261@17.calendar.bu.edu,SpotOn! Podcast: The Not So Sweet News About Added Sugars,"We are consuming approximately 17 teaspoons of added sugars daily.  A sugary diet can increase your risk of heart disease, obesity, and diabetes.  Find out why and how to curb your sweet tooth. On all podcast platforms.",12:00 am  every day,Health Sciences
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=264290@17.calendar.bu.edu,Spot On! Podcast:Is CBD a Help or Just Hype?,This week we talk with an expert about CBD.  Tune in to learn more about this fascinating topic.,All day  every day,Health Sciences
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=260831@17.calendar.bu.edu,Spot On! Podcast:  What Is Intuitive Eating?,"Elyse Resch, RDN, co-author of the book, Intuitive Eating, share her expertise on this evidenced-based, mind-body health approach to eating.

Spot On! is available on Apple Podcast: https://podcasts.apple.com/us/podcast/spot-on/id1448760100
",12:00 am  every day,Health Sciences
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=260297@17.calendar.bu.edu,Spot On! Podcast:  The Latest Buzz About Caffeine,Americans run on caffeine as approximately 85% of us drink at least one caffeinated beverage very day.  We will discuss the latest on the benefits of caffeine in the diet.,12:00 am  every day,Health Scienes
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=274856@17.calendar.bu.edu,SpotOn! Podcast:  What's the Dope on Dopamine?,Dopamine is the neurotransmitter involved in the reward processing as it promotes pleasure. Learn how dopamine feeds into addictive behaviors including the overuse of social media.  #Fascinating,7:00 am  – 7:00 am  every day,Health Sciences
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=274853@17.calendar.bu.edu,Spot On! Podcast:  What Really  is a Sustainable Diet?,Tune in to learn all about sustainable diets and the role of both plant and animal-sourced foods in environmentally conscious diets.,9:00 am  every day,Health Sciences
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=274713@17.calendar.bu.edu,GRS Dissertation Defense of Ping Hu,"“PIXEL-LEVEL VIDEO UNDERSTANDING WITH EFFICIENT
DEEP MODELS”","10:00 am on Friday, November 18, 2022",Graduate School of Arts and Sciences
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=274539@17.calendar.bu.edu,MechE PhD Dissertation Defense: Allison Kaminski,<b>TITLE:</b> EFFICIENT ANALYSIS OF MODIFICATIONS IN DYNAMIC SYSTEMS ,"10:00 am to 12:00 pm  on Friday, November 18, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=269363@17.calendar.bu.edu,"CEY ADAMS, DEPARTURE: 40 Years of Art and Design","As a visionary artist, a cultural pioneer, and innovative designer, Cey Adams personifies the New York City hustle. A graffiti and design legend, Adams honed his art skills painting the streets and trains of NYC in the late 1970's before moving downtown where the street art was leaking into the city's high end galleries. Like his pop art contemporaries of the time, Adams understood the power of images, media and advertising, a position that left him uniquely suited to give visual life to a new movement called hip hop.
 
CEY ADAMS, DEPARTURE: 40 Years of Art and Design examines Adams' more than 4 decades of work which spans everything from graffiti to designing album covers, t-shirts and posters for some of hip hop's foundational acts, and his expanding commercial collaborations with global brands. With a return to his roots more than a decade ago, Adams has explored his evolving art through fine art and mixed media collages that evoke nostalgia while looking deeper into an Americana that is effortlessly authentic.","11:00 am  – 5:00 pm  on every Tuesday, Wednesday, Thursday, Friday, &amp; Saturday until Sunday, December 11, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=269364@17.calendar.bu.edu,Hidden and Hiding (Tago ng Tago): Filipino Weaving by Bhen Alan,"Tago ng Tago (always hiding) or TNT is a term coined for Filipinos abroad who are in hiding from the government authorities or ill-whistlers, due to expired work visas, undocumented status, and overstaying in a country. “TNT immigrants” is an identity given to Filipinos who live unauthorized and have to conceal their immigration status. 

In this exhibition, artist Bhen Alan crafts intricate tapestries using an ancient Filipino weaving tradition. These tapestries take on sculptural forms with Alan’s use of mixed media such as coconut and bamboo leaves, recycled plastics, woven rice sacks, fans and feathers. This traditional weaving brings a spotlight to Alan’s oft overlooked Filipino heritage in this country. While trying to connect with his own community, Alan uses his art to celebrate his own culture while raising questions of equality and human rights.","11:00 am  – 5:00 pm  on every Tuesday, Wednesday, Thursday, Friday, &amp; Saturday until Saturday, December 3, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=273488@17.calendar.bu.edu,BU Wheelock Graduate Programs Friday Visit - On Campus,"Join BU Wheelock Graduate Admissions and current Wheelock students for an informal conversation on our many graduate degree programs, upcoming events, and additional information on the application process!","12:00 pm to 1:00 pm  on Friday, November 18, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=271784@17.calendar.bu.edu,"Political Economy of Security Fall 2022 Virtual Workshop: ""The Rise of the Tech Titans and the U.S. Military-Industrial Complex""",,"12:00 pm to 1:00 pm  on Friday, November 18, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=271905@17.calendar.bu.edu,"Pépin Lecture Series- Food in Memory and Imagination: Space, Place, and Taste","In person plus Zoom webinar: webinar participants will be sent link one day prior to the lecture.

Editors Beth M. Forrest, Professor of Liberal Arts at the Culinary Institute of America, and Greg de St. Maurice, Assistant Professor at Keio University, Japan will discuss the recently published volume Food in Memory and Imagination: Space, Place and, Taste.

How do we engage with food through memory and imagination? This expansive volume spans time and space to illustrate how, through food, people have engaged with the past, the future, and their alternative presents.

Beth M. Forrest and Greg de St. Maurice have brought together first-class contributions, from both established and up-and-coming scholars, to consider how imagination and memory intertwine and sometimes diverge. Chapters draw on cases around the world-including Iran, Italy, Japan, Kenya, and the US-and include topics such as national identity, food insecurity, and the phenomenon of knowledge. Contributions represent a range of disciplines, including anthropology, history, philosophy, psychology, and sociology. This volume is a veritable feast for the contemporary food studies scholar.","12:00 pm to 1:00 pm  on Friday, November 18, 2022",Gastronomy
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=272728@17.calendar.bu.edu,Lightning Talks Fall 2022: Educating Global Citizens,"Boston University has a large international population of students, faculty, and researchers and a large international presence through its extensive global programs. Educating the global citizens of the future, whether on BU’s campuses or abroad, is an exciting opportunity that offers many possibilities and challenges to our instructors.

In this Lightning Talks event, faculty presenters will broadly highlight strategies for integrating international students and their experiences into classes and the BU campus, creating community and appreciation of diversity for all students; and explore ways to help students appreciate cultural diversity when they are studying abroad.","12:15 pm to 1:15 pm  on Friday, November 18, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=274788@17.calendar.bu.edu,Decoding UX Research with Industry Professionals,"COM Grad Affairs office will invite three outstanding UX researchers from different industries for a Zoom panel discussion on Friday, November 18 at 12:30pm (EST). They will share their understandings about UX research and discuss how they built up their career path as UX researchers. Prof Michael Elasmar, Director of Media Science: Marketing Communication Research will also join us as the special guest and offer his advice and insight on UX research to all grad students.","12:30 pm to 1:30 pm  on Friday, November 18, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=273945@17.calendar.bu.edu,Deloitte Future of Work Institute,"Work (FoW), ultimately equipping you with a competitive advantage as you determine your next step, strengthening your forward-thinking skills, and expanding your professional network. With the evolution of technology and a more flexible workforce, the traditional understanding of “work” is being reimagined. The Institute’s labs and supplementary ancillary activities will provide you with new knowledge surrounding key components of the FoW (Work, Workforce, and Workplace), insight into your preferred working style, and how to work with others’ styles through Deloitte’s Business Chemistry program, and more. Upon completion of the Institute and its requirements, you will receive a public-facing Future of Work Institute credential certifying your participation in the program and readiness for the FoW.

The Institute includes three (3) required lab sessions, two (2) required supplementary ancillary activity sessions, and one (1) Fall Graduation designed to provide you with the tools and resources you will need to be successful in the constantly evolving FoW.","1:00 pm to 4:00 pm  on Friday, November 18, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=272720@17.calendar.bu.edu,"CISE Seminar: Deepak Das, Vice President, Federated Wireless",,"2:00 pm to 3:00 pm  on Friday, November 18, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=273534@17.calendar.bu.edu,Grief Group,,"2:30 pm to 3:30 pm  on Friday, November 18, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=273933@17.calendar.bu.edu,Coffee &amp; Conversation,"Coffee and Conversation is a Boston University tradition. Each week, students, faculty, and staff gather in the Howard Thurman Center (HTC) to discuss the day’s headlines, trending topics, and controversial ideas. Led by HTC staff this program is an opportunity to practice civil discourse, discover your voice, and listen to new perspectives.","3:00 pm to 5:00 pm  on Friday, November 18, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=272111@17.calendar.bu.edu,"Ethnographic Café - Jordanna Matlon, A Man Among Other Men: The Crisis of Black Masculinity in Racial Capitalism ",,"3:00 pm to 4:30 pm  on Friday, November 18, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=273531@17.calendar.bu.edu,Graduate Students Support Group,,"3:00 pm to 4:00 pm  on Friday, November 18, 2022",
2022-11-18,https://www.bu.edu/calendar/?day=2022-11-18&uid=274562@17.calendar.bu.edu,Language of the Month Film Discussion: French,"Join us for the Language of the Month Film Discussion in partnership with BU Libraries. For the month of November, we will be discussing The Intouchables (2011). Members of the BU Community can view the film through the BU library database by going to this website: https://digitalcampus-swankmp-net.ezproxy.bu.edu/bu334689/play/598b477124012fed BU login is required). Visit our website (bu.edu/erc/link/lom/) to learn more about Language of the Month.","3:00 pm to 4:00 pm  on Friday, November 18, 2022",
